1000100 -2.564487e+00 7.53610033722262e+00 -5.67179885252108e-01 6.12215191055149e+05 -1.30409905543075e+01 -1.72669236625379e-02 1.12419864162859e-01
1000200 -1.550753e+00 8.67815328849024e+00 3.81926230896571e-02 6.12214524198188e+05 -1.17511614852501e+01 0.00000000000000e+00 0.00000000000000e+00
1000300 -4.124075e-01 9.25773268260318e+00 7.38416308581862e-02 6.12214651684992e+05 -1.21793075454693e+01 0.00000000000000e+00 0.00000000000000e+00
1000400 -8.743944e-01 8.43388375655087e+00 -1.73889603409473e-01 6.12214732103075e+05 -1.21824382103118e+01 0.00000000000000e+00 0.00000000000000e+00
1000500 -1.795342e+00 1.03818043978731e+01 -1.70810622355629e-01 6.12214736178071e+05 -1.22235357308638e+01 -1.99867285662873e-01 8.31908986670896e-01
1000600 -1.606447e+00 8.39353832429224e+00 -5.37011394574771e-01 6.12215015244387e+05 -1.26985893320025e+01 0.00000000000000e+00 0.00000000000000e+00
1000700 -7.996672e-01 9.13816507539943e+00 5.54701024165931e-02 6.12214700379489e+05 -1.21404265630227e+01 0.00000000000000e+00 0.00000000000000e+00
1000800 -7.572463e-01 9.08720919684408e+00 -5.01939450465842e-03 6.12214882950024e+05 -1.26062764937468e+01 0.00000000000000e+00 0.00000000000000e+00
1000900 -2.931285e-01 8.88704827539870e+00 -9.50410217042129e-02 6.12214742599525e+05 -1.22910339600799e+01 0.00000000000000e+00 0.00000000000000e+00
1001000 -9.887844e-01 8.00893311846694e+00 2.70377722689568e-01 6.12214501423590e+05 -1.18522822093754e+01 0.00000000000000e+00 0.00000000000000e+00
1001100 -3.078083e+00 1.04863120002397e+01 5.98626680348998e-01 6.12214320367262e+05 -1.15814757595248e+01 0.00000000000000e+00 0.00000000000000e+00
1001200 -1.834855e+00 8.03650586244176e+00 2.47757488743797e-01 6.12214581908282e+05 -1.20786433042757e+01 5.81317551275268e-01 8.02680636658817e-01
1001300 -9.372214e-01 7.73111022824533e+00 -1.35954499009218e-01 6.12214838477641e+05 -1.24518222749917e+01 0.00000000000000e+00 0.00000000000000e+00
1001400 -5.187096e-01 9.19581978862155e+00 1.17880422484149e-02 6.12214651550604e+05 -1.21382014089048e+01 0.00000000000000e+00 0.00000000000000e+00
1001500 -6.432785e-01 8.96575548113881e+00 -1.79118941942117e-01 6.12214754125271e+05 -1.22238091876644e+01 0.00000000000000e+00 0.00000000000000e+00
1001600 -2.521851e+00 7.58245496774261e+00 1.52538051712501e-02 6.12214597270742e+05 -1.20408013589626e+01 -1.25385905245288e-01 6.98075897991657e-01
1001700 -5.064412e+00 9.38462030063560e+00 3.45578538266037e-01 6.12214186583936e+05 -1.10501623102935e+01 0.00000000000000e+00 0.00000000000000e+00
1001800 -2.547736e+00 7.95216691655763e+00 2.09633636218018e-01 6.12214364433828e+05 -1.17070291097487e+01 1.43474834153734e-01 2.72553970447692e-01
1001900 -3.853360e+00 7.29930865913134e+00 -2.24236592746373e-01 6.12214551488231e+05 -1.20822413531236e+01 2.16736368944077e-01 3.58990001008703e-02
1002000 -1.128323e+00 8.43653197091086e+00 -2.24412635227995e-01 6.12214571175247e+05 -1.23982619905501e+01 2.41728968423176e-01 3.32783471487193e-02
1002100 -1.883857e+00 8.22531422104118e+00 -2.75604947215189e-02 6.12214326728615e+05 -1.18597559632403e+01 2.35735718760835e-01 1.40053955769587e-02
1002200 -2.458731e+00 8.94962073125514e+00 1.76194637077397e-01 6.12214655262699e+05 -1.20168049398068e+01 0.00000000000000e+00 0.00000000000000e+00
1002300 -1.113816e+00 8.07777509852886e+00 2.32532364671452e-02 6.12214831631619e+05 -1.26642624775792e+01 4.51246237324210e-02 5.74032903097074e-01
1002400 -2.822285e+00 8.18224396050904e+00 -1.12788503407820e-01 6.12215031193299e+05 -1.28254975051853e+01 -1.59437056348139e-01 6.93900792193501e-01
1002500 -1.651009e+00 7.53309192143613e+00 -3.49692930283077e-01 6.12214982927709e+05 -1.26874993562849e+01 0.00000000000000e+00 0.00000000000000e+00
1002600 -4.239789e-01 8.88815718031282e+00 2.05479345937979e-01 6.12214610426795e+05 -1.21490077856493e+01 4.80810010487643e-02 5.32027161679939e-02
1002700 -1.386758e+00 8.13909307995254e+00 3.44359818144202e-01 6.12214675969977e+05 -1.23378626110777e+01 7.67569592356957e-02 8.33287501242012e-01
1002800 -2.092772e+00 7.61553493378381e+00 3.92870346215633e-01 6.12214512296296e+05 -1.20367638345468e+01 0.00000000000000e+00 0.00000000000000e+00
1002900 -7.261836e-01 8.72014656852189e+00 2.17668913742878e-01 6.12214566751515e+05 -1.19177478626650e+01 0.00000000000000e+00 0.00000000000000e+00
1003000 -8.903968e-01 8.38988221689597e+00 1.08318551749442e-01 6.12214675079468e+05 -1.22893541167475e+01 -6.58334039705005e-03 4.56437060376629e-01
1003100 -3.904253e-01 9.61724086005601e+00 1.56796976195948e-01 6.12214603869294e+05 -1.20538401045749e+01 -2.72132820423926e-02 6.87302958918735e-01
1003200 -4.550749e-01 9.26856824053922e+00 -1.40468802160582e-01 6.12214776750234e+05 -1.23685817405550e+01 0.00000000000000e+00 0.00000000000000e+00
1003300 -1.097989e+00 9.42308381693342e+00 -2.95719755853507e-01 6.12215012064268e+05 -1.27602301737329e+01 6.49412646087398e-02 8.52590505732224e-01
1003400 -1.657130e+00 8.62986772528878e+00 -5.59161833192586e-01 6.12215142607998e+05 -1.29627577422409e+01 0.00000000000000e+00 0.00000000000000e+00
1003500 -2.024000e+00 7.91295432255317e+00 -1.61183036738202e-01 6.12214709467888e+05 -1.20469276607826e+01 0.00000000000000e+00 0.00000000000000e+00
1003600 -3.743901e+00 8.15833967764833e+00 5.54413801989171e-01 6.12214264818434e+05 -1.15615339817485e+01 0.00000000000000e+00 0.00000000000000e+00
1003700 -3.428203e-01 9.27658177413910e+00 8.00696155682858e-02 6.12214767083538e+05 -1.24597795562095e+01 0.00000000000000e+00 0.00000000000000e+00
1003800 -1.041364e+00 8.05609896793696e+00 -2.79733984547912e-01 6.12214838648696e+05 -1.24121883964906e+01 0.00000000000000e+00 0.00000000000000e+00
1003900 -2.531790e+00 8.81420285079545e+00 -2.61977255531779e-01 6.12214740379274e+05 -1.20483660337805e+01 0.00000000000000e+00 0.00000000000000e+00
1004000 -3.721198e+00 8.23387346224307e+00 -7.30622865216274e-01 6.12215389913292e+05 -1.36224684555979e+01 0.00000000000000e+00 0.00000000000000e+00
1004100 -2.983849e+00 1.02023850629790e+01 -6.36551105016773e-01 6.12215188367996e+05 -1.31373925079049e+01 0.00000000000000e+00 0.00000000000000e+00
1004200 -2.917190e+00 9.62916221872527e+00 -7.72794955218145e-01 6.12215376676117e+05 -1.36649781907415e+01 1.02637860264032e+00 7.75661824271083e-01
1004300 -9.561834e-01 9.34173813834246e+00 1.24140771738850e-01 6.12214707069546e+05 -1.23889722354752e+01 0.00000000000000e+00 0.00000000000000e+00
1004400 -1.614070e+00 8.86636107072759e+00 2.58857195216674e-01 6.12214722407884e+05 -1.24990977805766e+01 0.00000000000000e+00 0.00000000000000e+00
1004500 -3.101955e+00 7.26768849405647e+00 -4.58134548885863e-01 6.12214885138852e+05 -1.23924630197225e+01 6.25129073638345e-03 2.07480270648328e-01
1004600 -3.340421e+00 7.22072198223711e+00 3.99251972865355e-01 6.12214394577618e+05 -1.14901141967774e+01 -1.00610437962101e-01 7.50730594154447e-02
1004700 -1.036432e+00 9.01497238586056e+00 3.31995902116379e-01 6.12214635644524e+05 -1.21385970195987e+01 -1.40864628287328e-02 2.17822538921610e-01
1004800 -1.343046e+00 8.00573866732366e+00 2.10842693371573e-01 6.12214502343840e+05 -1.18834162340419e+01 0.00000000000000e+00 0.00000000000000e+00
1004900 -2.636037e+00 9.01482956853070e+00 1.36393363525410e-01 6.12214563617386e+05 -1.21040877876101e+01 0.00000000000000e+00 0.00000000000000e+00
1005000 -1.972123e+00 8.83223442257537e+00 9.22883811719126e-02 6.12214534945940e+05 -1.17260253959004e+01 0.00000000000000e+00 0.00000000000000e+00
1005100 -2.178295e+00 7.51201864808253e+00 8.73331900582897e-02 6.12214521077833e+05 -1.17596686314350e+01 0.00000000000000e+00 0.00000000000000e+00
1005200 -1.858443e+00 7.63620142303473e+00 -1.58269237845630e-01 6.12214893637253e+05 -1.24987316756693e+01 0.00000000000000e+00 0.00000000000000e+00
1005300 -6.377918e+00 5.49791066005295e+00 -2.12259306322023e-01 6.12214856734861e+05 -1.25306595629322e+01 0.00000000000000e+00 0.00000000000000e+00
1005400 -7.440486e-01 8.56588337934373e+00 -1.49036983523828e-01 6.12214828219453e+05 -1.25322977264439e+01 -7.78864634575183e-02 9.68000568449497e-01
1005500 -4.781674e-01 9.77150581155936e+00 -1.16476338936814e-03 6.12214735113541e+05 -1.22511178981163e+01 0.00000000000000e+00 0.00000000000000e+00
1005600 -2.256417e+00 1.01009707234852e+01 -6.03005605350642e-02 6.12214754071547e+05 -1.21774890677799e+01 0.00000000000000e+00 0.00000000000000e+00
1005700 -1.014834e+00 7.60473085724969e+00 2.27791152554197e-03 6.12214732682889e+05 -1.23098895194040e+01 0.00000000000000e+00 0.00000000000000e+00
1005800 -6.665022e+00 6.69465309576643e+00 -6.16866129701944e-02 6.12214755733335e+05 -1.25355054643142e+01 4.34967144158524e+01 9.79109759209678e-01
1005900 -4.706080e-01 8.31514030048883e+00 -1.26281330348682e-01 6.12214786466799e+05 -1.23216043330897e+01 0.00000000000000e+00 0.00000000000000e+00
1006000 -1.671482e+00 9.85806770641963e+00 -6.88845277418682e-02 6.12214687474364e+05 -1.22614098327060e+01 8.75872060044519e-03 3.94331028389303e-03
1006100 -2.972677e+00 8.78974043098557e+00 7.36054343372698e-01 6.12214428285002e+05 -1.19312589158994e+01 0.00000000000000e+00 0.00000000000000e+00
1006200 -7.965649e-01 9.99437234424232e+00 -5.87452652999076e-02 6.12214859188642e+05 -1.25356561474048e+01 0.00000000000000e+00 0.00000000000000e+00
1006300 -1.634394e+00 1.06080546743820e+01 1.11296892914683e-01 6.12214671510742e+05 -1.22483316471584e+01 0.00000000000000e+00 0.00000000000000e+00
1006400 -2.120733e+00 7.78599439579787e+00 1.95284547184198e-01 6.12214708350463e+05 -1.24568095799665e+01 0.00000000000000e+00 0.00000000000000e+00
1006500 -1.213003e+00 1.03860933080887e+01 -3.52973571004088e-02 6.12214702541325e+05 -1.22085352004795e+01 0.00000000000000e+00 0.00000000000000e+00
1006600 -1.035165e+00 9.47673402275329e+00 1.43858017233430e-01 6.12214818696483e+05 -1.25731456436312e+01 0.00000000000000e+00 0.00000000000000e+00
1006700 -6.279898e-01 9.75036359425070e+00 -1.86389854680951e-01 6.12214825938328e+05 -1.23914845093579e+01 0.00000000000000e+00 0.00000000000000e+00
1006800 -2.087151e+00 9.50776908672683e+00 1.04099754484946e-01 6.12214496754737e+05 -1.16737792240865e+01 1.50137234703831e-02 8.19653183221927e-01
1006900 -1.750924e+00 8.25227573519831e+00 -3.94514546242818e-01 6.12215042439074e+05 -1.27495510133998e+01 0.00000000000000e+00 0.00000000000000e+00
1007000 -1.815426e+00 8.69812144046323e+00 -1.12746010673574e-01 6.12214613045720e+05 -1.19836983070687e+01 0.00000000000000e+00 0.00000000000000e+00
1007100 -1.477314e+00 1.02416853438557e+01 2.99484659957251e-01 6.12214444803908e+05 -1.16516983999801e+01 -2.74123476304441e-01 6.41944275470451e-01
1007200 -3.198799e-01 8.84553654728965e+00 2.20558061839251e-01 6.12214644376524e+05 -1.22128388896418e+01 -4.08907603753790e-01 9.67804075917229e-01
1007300 -5.629822e-01 8.94159829240353e+00 2.53570658657790e-01 6.12214511474928e+05 -1.18629625941754e+01 4.08413146783167e-02 8.60653603682294e-01
1007400 -3.789018e+00 9.67387274393811e+00 2.66579594491644e-02 6.12214903305190e+05 -1.25543864489746e+01 0.00000000000000e+00 0.00000000000000e+00
1007500 -2.430340e+00 8.78334174564817e+00 5.89756777207037e-01 6.12214485417704e+05 -1.18984338065127e+01 0.00000000000000e+00 0.00000000000000e+00
1007600 -1.315559e+00 9.19474465019401e+00 3.76257432127840e-01 6.12214574646814e+05 -1.21718842115504e+01 -7.01907461893550e-02 9.00273279286921e-01
1007700 -2.720789e+00 7.93079438179095e+00 6.97125563461515e-01 6.12214274253405e+05 -1.15681744801241e+01 0.00000000000000e+00 0.00000000000000e+00
1007800 -2.605911e+00 9.98586444498749e+00 6.37705975874847e-01 6.12214398679390e+05 -1.17615268496034e+01 -6.18408288591490e-03 2.65756032429636e-01
1007900 -2.007047e+00 8.91883577141286e+00 -4.53500914359051e-04 6.12214835673881e+05 -1.23947300543920e+01 0.00000000000000e+00 0.00000000000000e+00
1008000 -1.790246e+00 9.95350684963714e+00 4.33947556009919e-01 6.12214393762539e+05 -1.17099714724839e+01 0.00000000000000e+00 0.00000000000000e+00
1008100 -3.547398e+00 9.35091926715949e+00 2.29827882456960e-01 6.12214417620214e+05 -1.17934094664248e+01 1.88209705231629e-02 4.61548250867118e-01
1008200 -1.001148e+00 8.97250906152466e+00 4.09983697579875e-01 6.12214486192438e+05 -1.19462847084726e+01 0.00000000000000e+00 0.00000000000000e+00
1008300 -1.782096e+00 7.26350351796867e+00 1.62621351890919e-01 6.12214580982411e+05 -1.20200058769988e+01 0.00000000000000e+00 0.00000000000000e+00
1008400 -2.813056e+00 9.62374265665929e+00 6.83688013061902e-01 6.12214293744339e+05 -1.14863812590229e+01 0.00000000000000e+00 0.00000000000000e+00
1008500 -1.083998e+00 9.79015145413596e+00 3.72103060156041e-01 6.12214475765074e+05 -1.18287731984816e+01 -2.43802380108323e-02 3.49647500086576e-01
1008600 -1.121296e+00 9.86645432985192e+00 1.13522666200358e-01 6.12214559475851e+05 -1.19515795686891e+01 0.00000000000000e+00 0.00000000000000e+00
1008700 -4.145893e+00 1.03504461329678e+01 -7.08180565115126e-02 6.12214529877164e+05 -1.16898964792701e+01 3.05161587990468e-02 8.16363846650347e-01
1008800 -1.159510e+00 8.76447626772300e+00 -1.86365382698954e-01 6.12214704288814e+05 -1.21353687930153e+01 1.82997934408868e-02 8.84381521726027e-01
1008900 -2.324992e+00 9.43654651719027e+00 4.59630136280415e-01 6.12214489598879e+05 -1.20461332461168e+01 0.00000000000000e+00 0.00000000000000e+00
1009000 -3.307725e-01 8.86448639774291e+00 7.56481996210245e-02 6.12214685547248e+05 -1.21907257449635e+01 5.32457887335575e-02 5.91181825380772e-01
1009100 -1.486717e+00 1.05454599509934e+01 -2.42688332114595e-02 6.12214822021822e+05 -1.24538150659516e+01 0.00000000000000e+00 0.00000000000000e+00
1009200 -1.728441e+00 1.04390874733893e+01 -1.45096214135941e-01 6.12214933236051e+05 -1.26585803454938e+01 8.49965269888245e-03 5.93755981186405e-01
1009300 -2.464803e-01 9.11022195662367e+00 7.11045836822168e-02 6.12214732247929e+05 -1.22752891680928e+01 0.00000000000000e+00 0.00000000000000e+00
